smiles,RF_homo,RF_lumo,RF_gap,norm_homo,norm_lumo,norm_gap,score,rank,has_B,has_P,MW
FC(F)(F)C(F)(F)C(F)(F)F.O=P(O)(O)OP(=O)(O)O,-7.774939999999983,0.862019999999995,8.204999999999982,0.5603172293364072,0.7544539494528485,0.7111667607223131,0.678898057925702,101,0,1,365.99
CP(C)(C)=O.O=S1(=O)CCC1,-8.212979999999993,0.2802800000000005,8.25038,0.8790308498253596,0.40000243718164297,0.7378433032354899,0.6788473073962967,102,0,1,198.22399999999993
O=P(O)(O)OP(=O)(O)O.O=[PH](O)O,-7.702159999999967,0.8933399999999947,8.245040000000008,0.5073632130383734,0.7735370817186961,0.7347041948833501,0.6781517663804609,103,0,1,259.968
FC(F)(F)C(F)(F)S(F)(F)F.O=C1OBOC1=O,-7.896779999999987,0.5519599999999982,8.328699999999984,0.648966821885888,0.5655358143842442,0.78388355906693,0.6779042145078116,104,1,0,307.911
O[PH](O)=S.c1ccccc1,-7.967839999999994,0.7320999999999979,8.121920000000003,0.700669383003472,0.6752942896834078,0.6623283483822213,0.6777204411589525,105,0,1,176.177
O=S1(=O)CCC1.O=[PH](O)CP(=O)(O)O,-7.660779999999979,0.7805199999999964,8.369100000000008,0.477255529685646,0.7047963734737117,0.8076326185101346,0.6776686183518611,106,0,1,266.14799999999997
O=P(O)(O)OP(=O)(O)O.O=S1(=O)OCCCO1,-7.806899999999993,0.6709599999999972,8.31766000000002,0.5835710128055647,0.6380419682678924,0.7773937170804954,0.6774413811542352,107,0,1,316.1170000000002
O=P(O)(O)OP(=O)(O)O.O=S1(=O)OCCCO1,-7.806899999999993,0.6709599999999972,8.31766000000002,0.5835710128055647,0.6380419682678924,0.7773937170804954,0.6774413811542352,108,0,1,316.1170000000002
CC(=O)OBOC(C)=O.c1ccoc1,-7.764139999999999,0.6685199999999969,8.356559999999977,0.5524592549475944,0.636555287465572,0.8002610045146312,0.6768087645298024,109,1,0,197.983
CN(C)P(=N)(N(C)C)N(C)C.O=P(O)(O)OP(=O)(O)O,-7.640319999999986,0.7929199999999955,8.373740000000003,0.46236903376015626,0.7123516365674695,0.810360233258062,0.6765602944015126,110,0,1,356.19300000000004
CC(C#N)C#N.O[PH](O)=S,-7.759699999999987,0.9260199999999963,8.156600000000006,0.5492287543655134,0.793448855743215,0.6827149172309808,0.6758892499250109,111,0,1,178.15300000000002
O=P(O)(O)OP(=O)(O)O.c1cnoc1,-7.762479999999986,0.8019399999999968,8.250420000000004,0.551251455180414,0.7178474811727686,0.7378668171557328,0.6758764077682479,112,0,1,247.03600000000003
O=P(O)(O)O.O=[PH](O)OP(=O)(O)O,-7.624519999999966,0.9041199999999949,8.29822000000001,0.4508731082653803,0.7801052862469796,0.7659659518434703,0.675679899091096,113,0,1,259.96799999999996
C[P+](C)C.C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,-8.260860000000019,0.07072000000000003,8.35503999999998,0.9138678696158333,0.27231849089712634,0.7993674755454823,0.6756028983720808,114,0,1,298.54400000000004
O[PH](O)=S.c1cc[nH]c1,-7.837659999999985,0.8621999999999975,8.132300000000008,0.6059516880092852,0.7545636226267917,0.6684302106847069,0.6755266774647057,115,0,1,165.154
C1CCOOC1.O[PH](O)=S,-7.758859999999982,0.7573199999999973,8.28624000000001,0.5486175785797123,0.6906607199434547,0.7589235327313562,0.6753529026494925,116,0,1,186.169
O=P(O)(O)O.O=[PH](O)CP(=O)(O)O,-7.635779999999964,0.8235799999999948,8.348140000000017,0.45906577415594896,0.7310326338621974,0.7953113243039693,0.6751540521270317,117,0,1,257.996
C[PH](C)=O.FC(F)(F)C(F)(F)S(F)(F)F,-7.942539999999984,0.24376000000000034,8.51321999999999,0.6822613504074226,0.37775096877970293,0.8923532731376591,0.6749450050112014,118,0,1,286.12399999999997
C[P+](C)(C)C.O=P(O)(O)OP(=O)(O)O,-7.919859999999983,0.7421599999999953,8.14264,0.6657596041908906,0.6814238015159231,0.6745085590669451,0.6739584453388221,119,0,1,269.087
O=C1OCC(F)(F)O1.O[PH](O)=S,-7.6875799999999845,0.8469999999999975,8.276239999999992,0.49675494761347316,0.7453023323828298,0.7530450526711503,0.6738352050673511,120,0,1,222.10500000000002
O=P(O)(O)O.OB(O)O,-7.845619999999981,0.824839999999996,8.146480000000022,0.6117433061699336,0.7318003460797897,0.6767658954100728,0.673769453838946,121,1,1,159.827
BB(BOP(=O)(O)O)OP(=O)(O)O.CC(C#N)C#N,-7.707039999999983,0.7251399999999969,8.35245999999999,0.5109138533177804,0.6710535936243299,0.7978508276899587,0.6737305651586166,122,1,1,309.52200000000005
CCOC(=O)OC(C)C.O=P(O)(O)OP(=O)(O)O,-7.769539999999982,0.7338199999999969,8.287619999999999,0.5563882421419946,0.6763422777899607,0.7597347629796563,0.6737130611714491,123,0,1,310.132
OP(O)(O)=S.c1ccoc1,-7.75921999999999,0.9251399999999974,8.147739999999992,0.5488795110593454,0.7929126757817232,0.6775065838976397,0.6735402896113765,124,0,1,182.137
FC(F)(F)C(F)(F)S(F)(F)F.F[B-](F)F,-8.01283999999998,0.2092200000000003,8.467899999999991,0.7334109429568958,0.3567059052911211,0.8657120015048543,0.6733198550763468,125,1,0,275.87899999999996
O=P(O)(O)OP(=O)(O)O.OB1OBO1,-7.926439999999988,0.6840599999999969,8.178840000000013,0.6705471478463076,0.6460237381492013,0.6957886568848597,0.6732867285525965,126,1,1,249.61000000000004
C1COCCO1.CC(=O)OBOC(C)=O,-7.7103199999999825,0.6112199999999973,8.435839999999978,0.5133003492432744,0.6016426604274792,0.8468655944318604,0.6732291406739702,127,1,0,218.01399999999998
C1COCCO1.O=[PH](O)CP(=O)(O)O,-7.558899999999973,0.754979999999996,8.464480000000016,0.403128637951065,0.6892349686822123,0.863701561324282,0.6731897065196961,128,0,1,248.10799999999998
B1OCCO1.CC(=O)OBOC(C)=O,-7.697219999999983,0.5979799999999973,8.457699999999981,0.5037689173457194,0.5935755891886597,0.8597159518434498,0.6730897326976937,129,1,0,201.78
C1CSC1.O=P(O)(O)OP(=O)(O)O,-7.917059999999987,0.720979999999996,8.15716,0.6637223515715691,0.6685189247154555,0.6830441121143478,0.6728900277318466,130,0,1,252.121
BC.O=P(O)(O)OP(=O)(O)O,-7.840239999999978,0.7702599999999957,8.190160000000015,0.6078288707799437,0.6985450025590371,0.7024430963130017,0.6728894005268948,131,1,1,205.83599999999998
CC(=O)OBOC(C)=O.COCC(C)COC,-7.721939999999991,0.666799999999997,8.380319999999978,0.5217549476134788,0.6355072993590184,0.8142282731376556,0.6728699833468115,132,1,0,248.08399999999995
O=P(O)(O)OP(=O)(O)O.O=[PH]1OCC(F)(F)CO1,-7.467779999999973,0.7219999999999964,8.573139999999995,0.33683061699646544,0.6691404060344586,0.9275771256583534,0.6728221571726185,133,0,1,336.01300000000003
BB(BOP(=O)(O)O)OP(=O)(O)O.c1ccc2scnc2c1,-7.71985999999999,0.7247199999999975,8.336439999999989,0.5202415599534076,0.6707976895517997,0.7884335026335245,0.672685175904972,134,1,1,364.62300000000005
C1CSC1.O[PH](O)=S,-7.966259999999979,0.7415999999999978,8.090939999999998,0.6995197904539845,0.6810825960858838,0.6441168171557337,0.6718274428242539,135,0,1,172.211
CCOP(=O)(OCC)OCC,-7.650520000000029,0.7045000000000009,8.411720000000052,0.46979045401629893,0.6584777363456894,0.8326867005267129,0.6715551373192817,136,0,1,182.15599999999998
C[P+](C)(C)C.O=P(O)(O)O,-7.7886399999999805,0.8830199999999961,8.143879999999998,0.5702852153666731,0.7672491530793755,0.6752374905944079,0.6713553067715777,137,0,1,189.108
BC.CC(C#N)C#N,-7.950059999999998,0.4778199999999979,8.308919999999997,0.6877328288707618,0.5203626526284983,0.7722559255078716,0.6713310146529268,138,1,0,107.953
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1.O=C1OBOC1=O,-7.974159999999995,0.5705999999999977,8.214259999999983,0.7052677532013778,0.5768930808413129,0.716610233258054,0.6712923435160287,139,1,0,322.303
O=[PH]1OCC(F)(F)CO1.O[PH](O)=S,-7.502479999999981,0.7647399999999971,8.500999999999992,0.36207799767167526,0.6951816918914938,0.8851697705041017,0.6712458150705913,140,0,1,256.103
BBO.O=S(=O)(c1ccccc1)c1ccccc1,-8.179340000000003,0.27184000000000036,8.255599999999989,0.854554714784622,0.39485998391460086,0.7409118698269053,0.671189157540529,141,1,0,259.932
CP(C)C.C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,-8.267380000000015,0.04956000000000004,8.344019999999977,0.9186117578579731,0.2594258000048742,0.7928893905191456,0.6705670235665124,142,0,1,298.54400000000004
BC.O=S1(=O)OCCCO1,-8.054040000000004,0.2895400000000005,8.35384000000004,0.7633876600698368,0.40564451268553026,0.7986620579382953,0.6701744750019282,143,1,0,166.00699999999998
BC.O=S1(=O)OCCCO1,-8.054040000000004,0.2895400000000005,8.35384000000004,0.7633876600698368,0.40564451268553026,0.7986620579382953,0.6701744750019282,144,1,0,166.00699999999998
FC(F)(F)C(F)(F)C(F)(F)F.O[PH](O)=S,-7.933939999999984,0.7137399999999967,8.135419999999982,0.6760040745052107,0.6641076259413584,0.6702642964634729,0.6701392287193599,145,0,1,286.08
CC(=O)OBOC(C)=O.COC(=O)OC,-7.72659999999998,0.6302199999999969,8.39121999999998,0.5251455180442042,0.6132192732324312,0.8206358164032697,0.6697637639442984,146,1,0,219.98599999999996
CC(=O)OBOC(C)=O.CCOC(=O)OC,-7.719879999999979,0.6579199999999967,8.374979999999976,0.5202561117578242,0.6300967561112301,0.8110891647855105,0.6695415262749205,147,1,0,234.01299999999995
BB(BOP(=O)(O)O)OP(=O)(O)O.COC(=O)OC,-7.760639999999982,0.7169799999999971,8.29065999999999,0.5499126891734258,0.6660817430723084,0.7615218209179506,0.6694070580409006,148,1,1,319.5100000000001
O=P(O)(O)O.OB1OBO1,-7.886799999999988,0.6795799999999976,8.201720000000021,0.6417054714784376,0.6432940947088762,0.7092386192625915,0.6691953175612306,149,1,1,169.631
FC(F)C(F)(F)F.O=[PH](O)O,-7.587339999999978,0.9352599999999961,8.280579999999995,0.4238213038416401,0.7990787453388865,0.7555963130172767,0.6691085399610686,150,0,1,202.01500000000001
BBr.O=S1(=O)OCCCO1,-8.062180000000005,0.24900000000000067,8.373100000000042,0.7693102444703035,0.38094367673222684,0.8099840105342322,0.6690697805744519,151,1,0,230.87599999999995
O[PH](O)=S.c1ccsc1,-7.883559999999993,0.7778199999999983,8.126800000000001,0.6393480791617936,0.703151275864588,0.6651970466515955,0.6688286251685527,152,0,1,182.206
OB(O)c1cccc2ccccc12,-8.167300000000042,0.11835999999999945,8.375700000000018,0.8457945285215533,0.301345324267017,0.8115124153498687,0.6687469219765185,153,1,0,171.992
BB(BOP(=O)(O)O)OP(=O)(O)O.C1COCCO1,-7.679999999999975,0.6314399999999974,8.428979999999992,0.49123981373686565,0.6139626136335916,0.8428329571105744,0.6686939110553669,154,1,1,317.5380000000001
O=C1OBOC1=O.c1ccsc1,-7.962619999999996,0.6013399999999985,8.188660000000004,0.6968713620488751,0.5956228217689047,0.7015613243039658,0.6683727848669203,155,1,0,183.981
O=P(O)(O)C(F)(F)F,-7.461839999999979,1.081259999999996,8.279720000000003,0.33250873108261736,0.8880358753137831,0.7550907637321043,0.6681996874117618,156,0,1,149.992
FC(F)(F)P(=O)(O)O,-7.461839999999979,1.081259999999996,8.279720000000003,0.33250873108261736,0.8880358753137831,0.7550907637321043,0.6681996874117618,157,0,1,149.99200000000002
BB(BOP(=O)(O)O)OP(=O)(O)O.C[Si]1(C)O[Si](C)(C)O1,-7.78723999999998,0.6158799999999972,8.33891999999999,0.5692665890570101,0.6044819770417463,0.7898913656884536,0.6680811161050084,158,1,1,377.74200000000013
O[PH](O)=S.c1cnoc1,-7.707579999999984,0.932939999999997,8.165220000000003,0.5113067520372221,0.7976651799858613,0.6877821670428679,0.6678044464240722,159,0,1,167.12599999999998
C[Si]1(C)C=C[Si](C)(C)O1.O=C1OBOC1=O,-7.938079999999998,0.5685999999999977,8.23361999999999,0.6790162980209367,0.5756744900197389,0.727990970654596,0.6676036246740411,160,1,0,258.18699999999995
C[Si]1(C)C=C[Si](C)(C)O1.O=P(O)(O)OP(=O)(O)O,-7.859399999999984,0.6424799999999963,8.248859999999983,0.6217694994178986,0.620689234968679,0.7369497742663302,0.6675175300225054,161,0,1,336.322
BB(BOP(=O)(O)O)OP(=O)(O)O.C1COOC1,-7.6763999999999735,0.6440999999999972,8.41743999999999,0.4886204889405894,0.6216762935341544,0.8360491911211083,0.6675087111908664,162,1,1,303.5110000000001
C[P+](C)C.FC(F)(F)C(F)(F)S(F)(F)F,-7.991939999999988,0.12915999999999986,8.524399999999995,0.7182043073340854,0.3079257147035165,0.8989254138449603,0.6674091721492648,163,0,1,284.152
CP(=O)(O)O.C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,-7.76133999999998,0.729939999999996,8.270099999999974,0.550422002328256,0.6739782115961068,0.7494356659141799,0.6670943305429808,164,0,1,318.487
BB(BOP(=O)(O)O)OP(=O)(O)O.C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,-7.79759999999998,0.6208599999999971,8.321019999999988,0.5768044237485119,0.6075162681874653,0.7793688863807029,0.6670437621330744,165,1,1,451.8970000000002
BB(O)O.O=P(O)(O)O,-7.7776199999999855,0.841499999999996,8.16772000000002,0.5622671711291911,0.7419512076235006,0.6892517870579269,0.6669662284489783,166,1,1,155.64800000000002
BB(BOP(=O)(O)O)OP(=O)(O)O.FC(F)(F)C(F)(F)F,-7.675619999999978,0.7608599999999963,8.324239999999987,0.48805296856806724,0.6928176256976399,0.7812617569600855,0.6667658810637463,167,1,1,367.44199999999995
CCOP(=O)(F)OCC.O=P(O)(O)O,-7.740259999999993,0.6763999999999977,8.328420000000003,0.5350844004656343,0.6413565353025737,0.7837189616252562,0.6664198653805649,168,0,1,254.087
FC(F)(F)OC(F)(F)C(F)(F)F.O=P(O)(O)OP(=O)(O)O,-7.742199999999985,0.812119999999996,8.220699999999981,0.5364959254947319,0.7240501084545795,0.7203959744168191,0.666322199951521,169,0,1,381.989
CC1(C)OC(=O)O1.O=[PH](O)CP(=O)(O)O,-7.628979999999974,0.6471999999999974,8.453339999999994,0.4541181606518814,0.6235651093075942,0.8571529345372113,0.6661661548027272,170,0,1,262.09099999999995
FC(F)(F)OC(F)(F)C(F)(F)F.O[PH](O)=S,-7.936099999999983,0.7032599999999972,8.124299999999987,0.6775756693829749,0.6577222100363113,0.6637274266365392,0.6660803344804015,171,0,1,302.07899999999995
BBr.O=S1(=O)CCC1,-8.185199999999984,0.19679999999999992,8.28628000000001,0.8588183934807665,0.3491384562891468,0.7589470466515973,0.665965873591613,172,1,0,198.87799999999996
C1COCCO1.O=C1OBOC1=O,-7.94143999999998,0.6248599999999978,8.177160000000004,0.6814610011641129,0.6099534498306136,0.6948010722347417,0.6653447641923147,173,1,0,187.944
C1COCCO1.O=[PH](O)O,-7.4962799999999765,0.8092999999999969,8.446540000000004,0.3575669383003106,0.7223318953961608,0.8531555680962848,0.6652318773474554,174,0,1,170.101
C1COCCO1.O=[PH](O)O,-7.4962799999999765,0.8092999999999969,8.446540000000004,0.3575669383003106,0.7223318953961608,0.8531555680962848,0.6652318773474554,175,0,1,170.101
C[PH](C)=O.C[Si]1(C)O[Si](C)(C)O1,-8.204159999999996,0.08019999999999998,8.356059999999992,0.8726135040744891,0.27809461139138675,0.7999670805116299,0.6651992668444147,176,0,1,226.36099999999996
CC1(C)OC(=O)O1.O=[PH](O)OP(=O)(O)O,-7.598799999999974,0.6812199999999972,8.45063999999999,0.43215948777644453,0.6442933391825666,0.8555657449209564,0.6651621460560859,177,0,1,264.063
O=S(=O)(c1ccccc1)c1ccccc1.OP(O)(O)=S,-7.860400000000006,0.7715399999999967,8.13687999999999,0.6224970896391024,0.6993249006848449,0.6711225545522668,0.664995618918091,178,0,1,332.339
FC(F)(F)C(F)(F)F.O=[PH](O)O,-7.640519999999984,0.9118199999999956,8.231619999999992,0.46251455180439205,0.7847968609100398,0.7268152746425587,0.6649195336713529,179,0,1,220.00500000000002
O=P(O)(O)O.O=[PH](Cl)Cl,-7.54377999999998,1.0084399999999951,8.246159999999998,0.39212747380671686,0.8436669835002759,0.735362584650086,0.6648833710521322,180,0,1,216.881
BB(BOP(=O)(O)O)OP(=O)(O)O.FC(F)C(F)(F)F,-7.667639999999978,0.7672399999999963,8.31859999999999,0.4822467986029917,0.6967049304184607,0.7779462942061368,0.6648640363888905,181,1,1,349.45199999999994
O=S1(=O)CCC1.O=[PH](O)O,-7.637639999999973,0.7930399999999971,8.325120000000013,0.4604190919673643,0.7124247520167649,0.7817790632053976,0.6645647784773978,182,0,1,188.14100000000002
O=S1(=O)CCC1.O=[PH](O)O,-7.637639999999973,0.7930399999999971,8.325120000000013,0.4604190919673643,0.7124247520167649,0.7817790632053976,0.6645647784773978,183,0,1,188.14100000000002
CC(=O)OBOC(C)=O.c1cnccn1,-7.743199999999994,0.682439999999997,8.311839999999977,0.5372235157159251,0.6450366795837266,0.7739724416854372,0.6642670352640704,184,1,0,209.99800000000002
FC(F)(F)C(F)(F)S(F)(F)F.OB(O)OB(O)O,-7.8282999999999845,0.40477999999999953,8.448559999999992,0.5991414435389695,0.4758597158246195,0.8543430210684368,0.6642375562364514,185,1,0,313.72400000000005
F[B-](F)F.O=S1(=O)CCC1,-8.243299999999985,0.0684,8.324580000000005,0.9010913853317577,0.27090492554410056,0.7814616252821418,0.6641835433756142,186,1,0,173.95199999999997
F[B-](F)F.O=S1(=O)CCC1,-8.243299999999985,0.0684,8.324580000000005,0.9010913853317577,0.27090492554410056,0.7814616252821418,0.6641835433756142,187,1,0,173.95199999999997
O[PH](O)=S.c1ccc2ccccc2c1,-8.000119999999994,0.6745999999999983,8.078480000000003,0.724155995343402,0.6402598035631576,0.636792231000733,0.6640416320722611,188,0,1,226.237
CN(C)[PH](=N)N(C)C.O=P(O)(O)OP(=O)(O)O,-7.579199999999977,0.8105799999999954,8.362500000000015,0.4178987194411734,0.7231117935219672,0.8037528216704093,0.6638042825571059,189,0,1,313.124
CCS(C)(=O)=O.O=P(O)(O)OP(=O)(O)O,-7.857999999999987,0.7436799999999959,8.15502,0.6207508731082392,0.6823499305403196,0.681786117381467,0.6636446880471545,190,0,1,286.135
BB(BOP(=O)(O)O)OP(=O)(O)O.C[Si]1(C)C=C[Si](C)(C)O1,-7.7760199999999795,0.6057799999999973,8.33811999999999,0.561103026775287,0.598328093392798,0.789421087283638,0.6635977709638807,191,1,1,387.7810000000001
CP(=O)(O)O.O=P(O)(O)O,-7.577019999999957,0.926359999999995,8.271240000000011,0.4163125727589696,0.7936560161828817,0.7501058126410642,0.6630329017389811,192,0,1,194.016
CCS(C)(=O)=O.OP(O)(O)=S,-7.846099999999989,0.8653599999999971,8.06858,0.6120925494761096,0.7564889961248783,0.6309725357411384,0.6629634779767517,193,0,1,222.224
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O[PH](O)=S,-7.9054399999999925,0.7446199999999966,8.106919999999981,0.6552677532013744,0.6829226682264598,0.6535106282919152,0.6628613777451163,194,0,1,336.087
O[PH](O)=S.c1ccc2scnc2c1,-7.919380000000001,0.7636799999999981,8.07782,0.6654103608847342,0.6945358387560603,0.6364042513167574,0.6625455604189412,195,0,1,233.254
CCOC(=O)OCC.O[PH](O)=S,-7.898159999999988,0.7239999999999962,8.128160000000006,0.6499708963911273,0.6703589968560323,0.6659965199397853,0.662497575950062,196,0,1,216.19500000000002
CCC#N.O[PH](O)=S,-7.761939999999991,0.8762199999999971,8.134660000000004,0.5508585564609767,0.7631059442860246,0.6698175319789108,0.6621163630156648,197,0,1,153.14299999999997
CN(C)[PH](=N)N(C)C,-7.855679999999969,0.4251199999999989,8.397640000000012,0.6190628637950706,0.48825278448002596,0.8244098006019334,0.6619586147233023,198,0,1,135.151
C1CNCN1.CC(=O)OBOC(C)=O,-7.650959999999984,0.6396399999999972,8.420279999999979,0.47011059371358943,0.6189588360020446,0.837718679458197,0.6618083006979689,199,1,0,202.01899999999998
CC(=O)OBOC(C)=O.O=C1CCN1,-7.646179999999985,0.6269199999999973,8.433159999999981,0.4666327124563141,0.6112085983768344,0.84529016177573,0.6614684579602366,200,1,0,200.98699999999997
