smiles,RF_homo,XGB_homo,RF_lumo,XGB_lumo,RF_gap,XGB_gap,score,rank
P(=O)(C)(C)O,-7.436979999999961,-7.178578,0.8860899999999976,1.3506979,8.377066000000012,10.200247,1.8586470584461299,1
P(=O)(F)(C)(C),-7.407499999999967,-7.24749,0.8681133333333311,1.0268497,8.523950000000012,9.495174,1.6898208542175368,2
c1ccc(P(=O)(O)O)cc1,-7.043030666666703,-6.6506996,1.2051100000000012,1.578219,8.220261190476199,8.230415,1.6535751230405324,3
O=P(O)(O)c1ccccc1,-7.043030666666703,-6.6506996,1.2051100000000012,1.578219,8.220261190476199,8.230415,1.6535751230405324,4
P(=O)(O)(O)O,-7.203487999999978,-6.8907356,1.1593499999999937,1.5196477,8.400805999999978,8.410581,1.6499934407024361,5
P(=O)(Cl)(Cl)Cl,-7.581699999999979,-7.3311596,0.7380566666666654,1.4597354,8.239354333333333,9.493113,1.6392332497614572,6
P(C)(C)(=O)C,-7.529028333333307,-7.062711,0.8361466666666644,0.8706514,8.390783333333342,9.451054,1.6356262398297048,7
P(C)(C)C,-7.631086666666655,-7.115716,0.6125299999999991,1.4581847,8.241454999999998,9.21093,1.589063784904482,8
P(=O)(Cl)(C)(C),-7.578613333333307,-7.204114,0.7956566666666646,0.96737766,8.17733266666666,9.367289,1.5559703065877302,9
[P+](C)(C)(C)C,-7.638213333333313,-7.2771945,0.6341666666666648,1.441138,8.156340000000002,9.117802,1.5288128626213102,10
O=P(O)(O)c1cccs1,-7.330823333333351,-6.8361993,0.9218199999999976,1.2269241,8.307634333333331,8.291627,1.5171104694403306,11
O=P(O)(O)c1ccccn1,-7.247683333333345,-6.6913605,0.8603783333333312,1.4803462,7.927571666666674,8.295112,1.504788773953755,12
O=P(O)(O)c1cscn1,-7.402358333333331,-7.036886,0.9034616666666644,1.2561057,8.242606333333333,8.358694,1.478308498901622,13
O=P(O)(O)c1ccncc1,-7.212756666666678,-6.832287,0.8852633333333312,1.5091598,7.810796666666668,8.305223,1.4756109716275516,14
O=P(O)(O)c1cncs1,-7.4040849999999985,-7.036886,0.8427099999999981,1.3040178,8.19495633333333,8.368607,1.4685760651934303,15
O=P(O)(O)c1ccc[nH]1,-7.182091666666671,-7.07123,0.9225499999999976,1.4704971,7.906491666666666,8.323146,1.4668863361104323,16
O=P(O)(O)c1ccsc1,-7.337243333333342,-6.8339796,0.9246733333333309,1.304043,7.996688666666667,8.280049,1.4639716153333016,17
O=P(O)(O)c1ccoc1,-7.2809016666666695,-6.871618,0.7308666666666662,1.4708664,8.023710333333337,8.255838,1.4632917926531481,18
OP(=O)(O)OP(=O)(O)O,-7.864051666666633,-8.0226965,0.8224849999999961,1.4564886,8.594825333333358,8.908495,1.4594978736735125,19
O=P(O)(O)c1cc[nH]c1,-7.1456916666666705,-7.07123,0.9325166666666642,1.4704971,7.795388333333331,8.325541,1.4520996046854644,20
CCOP(=O)(OCC)OCC,-7.6480200000000345,-7.5503325,0.7057133333333343,1.2293193,8.42370333333338,8.7795515,1.45115298604457,21
P(=O)(OCC)(OCC)OCC,-7.6480200000000345,-7.5503325,0.7057133333333343,1.2293193,8.42370333333338,8.7795515,1.45115298604457,22
O=P(O)(O)c1cccnc1,-7.230656666666676,-6.9739923,0.8972233333333313,1.5091598,7.789326666666668,8.305275,1.4491804443600964,23
O=P(O)(O)c1cnccn1,-7.3338856666666645,-7.1525736,0.8114383333333318,1.480536,7.967549000000005,8.403677,1.4450724571182265,24
O=S1(=O)CCCC1.O=[PH](O)O,-7.5478266666666425,-6.552643,0.529979999999999,0.7400512,8.154226333333336,8.664094,1.439098319066306,25
P(=O)(F)(F)F,-7.640058333333315,-7.0546002,0.7616399999999983,1.0334415,8.393415666666671,8.456438,1.4350341919652336,26
CP(=O)(O)O.O=S1(=O)CCCC1,-7.5056493333333085,-6.7200494,0.5640629999999985,0.7400512,8.120546333333335,8.666703,1.4192122358036718,27
COC(=O)CCP(=O)(O)O,-7.5160723333333275,-6.990324,0.6036199999999988,0.9039018,8.278208000000001,8.494959,1.404802194766999,28
COC(=O)C(C)P(=O)(O)O,-7.535205666666644,-7.1070223,0.5947857142857126,0.5399561,8.467443,8.6649065,1.4003469786028209,29
O=C1CC(P)CN1,-7.476504999999996,-6.9036455,0.44295066666666566,0.7403681,8.040633333333314,8.85316,1.3992338894198066,30
O=P(O)(O)c1ccco1,-7.406097666666667,-7.081751,0.6968899999999998,1.4242231,7.949605333333336,8.256606,1.386231966408413,31
COS(=O)(=O)OC.CP(=O)(O)O,-7.609752666666639,-6.8179817,0.8009499999999969,0.35840622,8.566327333333348,8.162457,1.3555002342820872,32
CP(=O)(O)O.c1cnccn1,-7.40293933333331,-6.944428,0.7365666666666649,0.6655704,8.060795857142868,8.388317,1.3480380547442354,33
N#CCOCCOC(C#N)P(=O)(O)O,-7.576686000000002,-7.5056195,0.591701666666666,0.77618164,8.290613333333335,8.704619,1.3418832150471367,34
O=C1OCC(F)(F)O1.O=[PH](O)O,-7.59943499999998,-7.464767,0.5808857142857138,0.8516655,8.305586333333325,8.565616,1.3294927822491611,35
COS(=O)(=O)OC.O=[PH](O)O,-7.692344999999978,-6.8215694,0.8318699999999964,0.35840622,8.605522000000013,8.028695,1.3282976872748433,36
CP(=O)(O)O.c1cc[nH]c1,-7.320564999999973,-7.13947,0.7804966666666651,0.7203266,8.00353500000001,8.356747,1.3281745600252215,37
C1COCCPCCO1,-7.752362999999988,-7.083144,0.18762166666666683,0.5238937,8.381931666666654,8.840295,1.3258465298272446,38
CP(=O)(O)O.O=C1CCCN1,-7.371591666666653,-6.964865,0.5556690476190462,0.5718838,7.966267999999998,8.565128,1.3249436609220797,39
BCOP(=O)(OCC)OCC,-7.5703713333333384,-7.28036,0.3292566666666664,0.8139041,8.162218000000024,8.733723,1.3230525200666472,40
CP(C)c1cnccn1,-7.5394669999999975,-7.3430614,0.4409873333333336,0.9707065,8.21112166666666,8.505043,1.3226077505885434,41
BC1CNC(=O)C1,-7.513639999999998,-7.0699134,0.37123999999999935,0.5235181,8.057335999999978,8.790393,1.3162264798614465,42
O=[PH](O)O.c1cc[nH]c1,-7.414107333333317,-7.1320763,0.721949999999999,0.54467714,8.077145666666672,8.462095,1.3159147166924836,43
O=[PH](O)O.c1cscn1,-7.500877333333315,-6.964119,0.7465499999999984,0.48992687,8.057234190476192,8.435174,1.3142037233314097,44
CP(=O)(O)O.O=C1OCC(F)(F)O1,-7.580186666666645,-7.4615073,0.5727923809523797,0.8070224,8.230314999999987,8.579002,1.312581594068936,45
O=P(O)(O)C1COCCO1,-7.53667599999999,-7.5209885,0.5930390476190464,0.75319874,8.298541666666681,8.545066,1.312007508217207,46
N#CCCC(C#N)P(=O)(O)O,-7.545065666666671,-7.517029,0.7123266666666652,0.5373654,8.218775,8.670492,1.305993069701576,47
C1CCNCC1.CP(=O)(O)O,-7.3237309999999765,-7.609165,0.6484199999999978,0.8309708,7.979109999999998,8.628152,1.303426573540309,48
CCOC(=O)OCC.CP(=O)(O)O,-7.678177666666646,-7.097268,0.451954999999999,0.6298236,8.118158333333334,8.667878,1.3031572249348358,49
O[PH](O)=S.c1cscn1,-7.563318333333322,-7.244282,0.7285016666666652,0.4807001,8.116130190476186,8.580761,1.2996184797518282,50
O=S1(=O)CCCC1.O[PH](O)=S,-7.753149999999983,-6.9392776,0.49816466666666553,0.65247005,8.220031333333331,8.433749,1.2994871669468586,51
COC(=O)OCP(=O)(O)O,-7.614403333333313,-7.2967424,0.6149349999999983,0.46952716,8.373546666666673,8.492756,1.2992579686954855,52
P(=O)(CC)(OCC)OCC,-7.532234999999991,-7.181539,0.3105466666666665,0.60479546,8.118686666666687,8.719621,1.2978966838506119,53
O[PH](O)=S.c1cnccn1,-7.565598999999986,-7.132822,0.6603516666666644,0.48774996,8.114145857142859,8.534714,1.2972240095403555,54
COS(=O)(=O)OC.O=[PH](F)F,-7.810586666666649,-6.7981453,0.729254666666665,0.20990606,8.649810000000018,8.079251,1.295376572223622,55
CP(=O)(O)O.c1ccncc1,-7.395205999999979,-7.1844287,0.7239733333333319,0.6472921,8.00862000000001,8.373029,1.295074358889203,56
BC.O=C1CCCN1,-7.623225333333329,-7.2112603,0.38735733333333316,0.56570727,8.149141999999987,8.700688,1.2877529145605071,57
O=C1NCCC1P(=O)(O)O,-7.463809999999989,-7.376051,0.60353738095238,0.54999036,8.15623,8.545778,1.2874516730808554,58
O[PH](O)=S.c1ccncc1,-7.627278333333319,-7.331538,0.6656316666666656,0.5180405,8.166443000000003,8.593346,1.285686070095637,59
CCOC(=O)OC.CP(=O)(O)O,-7.646814333333317,-7.3238316,0.5514883333333318,0.52730775,8.299486333333329,8.540566,1.284233084131115,60
C1CCOC1.CP(=O)(O)O,-7.300770999999968,-7.075787,0.46737333333333236,0.41566315,7.978926666666666,8.550054,1.281767815460623,61
CCOC(=O)OC(C)P(=O)(O)O,-7.691291666666664,-7.8216767,0.5312833333333322,0.8209854,8.33483666666666,8.691402,1.281142867252667,62
O=[PH](O)O.c1ccoc1,-7.5539579999999855,-7.173742,0.5954366666666662,0.48291802,8.180205333333337,8.456134,1.2798660661486343,63
O=[PH](O)O.c1ccncc1,-7.496853999999983,-7.1742473,0.6745266666666659,0.4777582,8.107379000000009,8.430905,1.279834408537583,64
C1CCSC1.O=[PH](O)O,-7.382644999999978,-6.995268,0.5933306666666659,0.5650353,7.89473833333333,8.41425,1.2788657037632647,65
CP(=O)(O)O.c1ccsc1,-7.475257666666651,-7.062462,0.7886866666666646,0.56932795,8.169666666666672,8.103184,1.2776143472184534,66
CCOC(=O)OCC.O=[PH](O)O,-7.7482423333333195,-6.9304323,0.3968033333333327,0.501383,8.112108333333337,8.607877,1.2769237752361966,67
O=C1CCCN1.O[PH](O)=S,-7.4635799999999834,-6.9730244,0.509458333333332,0.4130755,8.119981666666666,8.396436,1.276172901615463,68
O[PH](O)=S.c1cc[nH]c1,-7.65502833333332,-7.431802,0.7478683333333319,0.52287585,8.171770000000002,8.570406,1.2760222994375252,69
CN(C)[PH](=N)N(C)C.O=S1(=O)CCC1,-7.79349599999998,-7.125593,0.42385533333333264,0.31960267,8.284266666666673,8.720425,1.2745935861823448,70
O=[PH](O)O.c1cnccn1,-7.5054219999999825,-7.062709,0.6260266666666651,0.50220424,8.04155952380953,8.409016,1.274130043569397,71
COCCOCP(=O)(O)O,-7.482014999999983,-7.7408743,0.5425476666666659,0.7562093,8.294715000000004,8.5184965,1.2740224561838183,72
CP(=O)(O)O.c1ccccc1,-7.372834333333309,-7.1806273,0.7669019999999973,0.6439248,8.116984333333342,8.106671,1.273335897334358,73
COS(=O)(=O)OC.C[P+](C)C,-7.842994333333318,-6.955927,0.5669463333333313,0.20983271,8.581245000000006,8.299023,1.2727322075920613,74
COS(=O)(=O)OC.CP(C)C,-7.8390943333333185,-6.955927,0.5527363333333315,0.20983271,8.583925000000006,8.299023,1.2717217075920617,75
CCOC(=O)OCC.C[P+](C)C,-7.823047666666646,-7.0700684,0.3111616666666669,0.5190769,8.078857999999999,8.822972,1.2709344381963756,76
CCC(=O)OC.CP(=O)(O)O,-7.45005733333332,-7.1018524,0.5566366666666653,0.3460909,8.101291000000005,8.485789,1.2700387341762571,77
CCOC(=O)OCC.CP(C)C,-7.828947666666647,-7.0700684,0.2977090000000002,0.5162739,8.088677999999998,8.822972,1.269575092992595,78
CCOC(=O)OC.O=[PH](O)O,-7.744015666666657,-7.2358484,0.4482833333333324,0.58519095,8.256909666666663,8.536696,1.2667627488883348,79
C1CCNCC1.O=[PH](O)O,-7.422225333333317,-7.2052784,0.5626133333333325,0.7000876,7.941859999999996,8.407605,1.2651726157857914,80
CCCOC(C)=O.O[PH](O)=S,-7.49331066666665,-7.167201,0.4710399999999987,0.38946593,8.002268333333323,8.665569,1.263566660636012,81
C[PH](C)=O.O=C1CCCN1,-7.573585999999999,-7.104768,0.34689399999999987,0.34031782,8.155142999999997,8.652579,1.2628731639359465,82
CN(C)[PH](=N)N(C)C.N#CC1CO1,-7.702137666666657,-7.7626934,0.4356799999999987,1.1633503,8.268381333333345,8.418386,1.2574834493197162,83
COS(=O)(=O)OC.O[PH](O)=S,-7.727044999999983,-6.825381,0.79556333333333,0.31222606,8.569035666666673,7.8002806,1.2571677857648247,84
CCOC(=O)CP(=O)(O)O,-7.7032116666666575,-8.306843,0.6409499999999987,1.0691608,8.358673000000008,8.648044,1.2563517787662541,85
CCOC.CP(=O)(O)O,-7.456058333333295,-7.5579786,0.611276666666666,0.35306835,8.24592166666667,8.558947,1.2535198634847067,86
CCOC(=O)OCP(=O)(O)O,-7.6369716666666525,-7.7869825,0.577129999999999,0.74785715,8.333243333333336,8.508019,1.2534074986969652,87
CCC(=O)OC.O[PH](O)=S,-7.503210666666654,-7.111203,0.49266999999999844,0.21049811,8.039330999999988,8.6527405,1.2517274330724235,88
CCC(=O)OC.O=[PH](O)O,-7.519934666666658,-7.1046257,0.4696633333333318,0.17646493,8.115369333333328,8.617955,1.249900092472474,89
CP(=O)(O)O.c1cscn1,-7.462844999999985,-6.9616785,0.7649233333333318,0.57751006,7.910254666666665,8.141105,1.2479583560599667,90
COS(=O)(=O)OC.C[PH](C)=O,-7.7584609999999765,-6.8220997,0.6106116666666652,0.07512366,8.574233000000008,8.078932,1.2464091578839591,91
O=P(O)(O)C1CCNCC1,-7.451894999999983,-7.4832172,0.47624733333333213,0.44450915,8.075190000000005,8.655356,1.2439559178157844,92
FBF.O=S1(=O)CCCC1,-7.815569166666643,-7.037793,0.13384000000000004,0.41871375,8.181479666666668,8.76236,1.2436465705069901,93
COP(=O)(OC)OCB(O)O,-7.61440499999998,-7.3735423,0.1843840476190478,0.431597,8.189198666666663,8.8041525,1.24287529105679,94
B1OCCO1.CP(=O)(O)O,-7.506521666666638,-7.1722717,0.4681583333333322,-0.09765289,8.342334000000006,8.598522,1.2419280445102987,95
CCCOC(=O)CP(=O)(O)O,-7.5810649999999935,-7.9368644,0.6022757142857135,0.5547566,8.322846333333338,8.65575,1.2415847595984437,96
O=C1CC(P(=O)(O)O)CN1,-7.508703333333323,-7.378898,0.6078957142857132,0.37328586,8.079407999999995,8.549261,1.2397708331790245,97
O=P(O)(O)C1CCCCN1,-7.442064999999986,-7.652414,0.5074433333333322,0.44931746,8.195658333333336,8.598598,1.2381934635111516,98
BC.O=S1(=O)CCCC1,-7.805789999999974,-7.067801,0.2479933333333334,0.43101865,8.211109999999996,8.611354,1.2353059226179162,99
CCCOC(C)=O.O=[PH](O)O,-7.511991333333322,-7.1596527,0.4090633333333321,0.21680823,8.05754633333333,8.652545,1.2351523896814034,100
